2023-05-10T15:34:10,515 [-] [Framework Event Dispatcher: Equinox Container: 26d7a0b2-c6b2-4bc4-87f0-a2b3ec6df87f]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-10T15:34:10,558 [-] [Framework Event Dispatcher: Equinox Container: 26d7a0b2-c6b2-4bc4-87f0-a2b3ec6df87f]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-10T15:34:10,560 [-] [Framework Event Dispatcher: Equinox Container: 26d7a0b2-c6b2-4bc4-87f0-a2b3ec6df87f]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-10T17:09:50,230 [-] [Framework Event Dispatcher: Equinox Container: 1753ba06-cdc4-481b-b01c-f2ba91ffe216]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-10T17:09:50,250 [-] [Framework Event Dispatcher: Equinox Container: 1753ba06-cdc4-481b-b01c-f2ba91ffe216]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-10T17:09:50,252 [-] [Framework Event Dispatcher: Equinox Container: 1753ba06-cdc4-481b-b01c-f2ba91ffe216]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-10T18:41:59,126 [-] [Framework Event Dispatcher: Equinox Container: 297bd17c-f23e-4ed3-8a18-9167798e02d9]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-10T18:41:59,140 [-] [Framework Event Dispatcher: Equinox Container: 297bd17c-f23e-4ed3-8a18-9167798e02d9]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-10T18:41:59,142 [-] [Framework Event Dispatcher: Equinox Container: 297bd17c-f23e-4ed3-8a18-9167798e02d9]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-10T19:08:44,421 [-] [Framework Event Dispatcher: Equinox Container: d0e63038-54b3-4b9f-8d1c-ed460771d574]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-10T19:08:44,433 [-] [Framework Event Dispatcher: Equinox Container: d0e63038-54b3-4b9f-8d1c-ed460771d574]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-10T19:08:44,434 [-] [Framework Event Dispatcher: Equinox Container: d0e63038-54b3-4b9f-8d1c-ed460771d574]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-10T19:14:39,178 [-] [Framework Event Dispatcher: Equinox Container: f3454293-c449-4297-ba95-bcce468b28ac]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-10T19:14:39,198 [-] [Framework Event Dispatcher: Equinox Container: f3454293-c449-4297-ba95-bcce468b28ac]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-10T19:14:39,201 [-] [Framework Event Dispatcher: Equinox Container: f3454293-c449-4297-ba95-bcce468b28ac]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-11T12:07:59,951 [-] [Framework Event Dispatcher: Equinox Container: 37edf2e2-4f8e-41e4-aba8-b6afff10e6fd]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-11T12:07:59,994 [-] [Framework Event Dispatcher: Equinox Container: 37edf2e2-4f8e-41e4-aba8-b6afff10e6fd]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
2023-05-11T12:07:59,995 [-] [Framework Event Dispatcher: Equinox Container: 37edf2e2-4f8e-41e4-aba8-b6afff10e6fd]  INFO WorkflowCallbackService Successfully created the Axis2 service for Proxy service : WorkflowCallbackService
2023-05-11T12:15:38,708 [-] [Framework Event Dispatcher: Equinox Container: 1ee1a764-a7dd-4e99-869c-22259c06c075]  INFO WorkflowCallbackService Building Axis service for Proxy service : WorkflowCallbackService
2023-05-11T12:15:38,717 [-] [Framework Event Dispatcher: Equinox Container: 1ee1a764-a7dd-4e99-869c-22259c06c075]  INFO WorkflowCallbackService Adding service WorkflowCallbackService to the Axis2 configuration
